ann_id,image_id,src_label_raw,defect_type,iso_code,polygon_json,bbox_x1_px,bbox_y1_px,bbox_x2_px,bbox_y2_px,area_px,major_axis_px,minor_axis_px,equiv_diameter_px,major_axis_mm,equiv_diameter_mm,geom_valid,geom_flags
aihub71761:data/raw/aihub71761/RT/ST/w00100_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00100_f0.png,기공,porosity,2011,"[[407.34,182.48],[403.95,188.98],[369.24,181.42],[371.23,180.02],[372.8,179.0],[376.4,171.24],[392.63,168.84],[393.61,169.38],[396.5,170.98],[400.02,167.22]]",369,167,408,189,493.59,37.45,20.43,25.07,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00101_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00101_f0.png,융합불량,lack_of_fusion,401,"[[74.59,194.76],[66.49,193.54],[45.99,181.43],[61.7,146.36],[65.31,147.52],[70.32,141.7],[86.87,147.31],[94.77,165.97],[103.59,168.46]]",45,141,104,195,1749.16,53.20,44.51,47.19,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00102_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00102_f0.png,기공,porosity,2011,"[[639.85,557.87],[635.91,577.44],[623.85,593.4],[613.76,589.52],[590.35,587.88],[574.67,590.74],[570.32,533.85],[576.96,509.99],[600.67,505.99],[640.06,527.82],[644.46,527.57]]",570,505,645,594,5041.59,86.03,73.69,80.12,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00103_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00103_f0.png,기공,porosity,2011,"[[1218.83,247.06],[1216.69,246.57],[1191.53,254.05],[1188.23,250.92],[1185.64,245.07],[1184.18,235.55],[1186.95,235.36],[1196.52,219.66],[1205.29,219.84]]",1184,219,1219,255,734.74,34.47,29.12,30.59,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00103_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00103_f1.png,기공,porosity,2011,"[[942.46,488.89],[939.57,494.13],[936.18,496.64],[912.79,473.77],[914.41,471.27],[915.66,465.74],[931.59,458.42]]",912,458,943,497,588.09,37.54,22.86,27.36,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00103_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00103_f2.png,기공,porosity,2011,"[[404.97,560.29],[402.66,560.44],[402.06,555.81],[393.26,554.27],[386.02,536.93],[394.88,530.46],[397.89,527.25],[400.45,525.49],[418.16,533.3],[420.42,536.61],[418.48,538.5]]",386,525,421,561,676.52,31.20,28.64,29.35,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00104_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00104_f0.png,슬래그혼입,slag_inclusion,301,"[[102.82,160.48],[91.94,162.64],[69.55,135.85],[70.89,129.14],[74.99,131.84],[85.78,125.06]]",69,125,103,163,568.04,42.08,19.30,26.89,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00105_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00105_f0.png,기공,porosity,2011,"[[292.2,252.16],[285.08,244.62],[286.72,243.6],[289.17,237.2],[289.17,235.7],[303.37,242.75],[301.22,243.49]]",285,235,304,253,140.31,15.85,13.40,13.37,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00106_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00106_f0.png,융합불량,lack_of_fusion,401,"[[759.43,326.49],[754.38,327.96],[747.64,323.49],[745.4,319.75],[746.0,315.12],[745.78,313.68],[746.03,311.64],[756.93,309.8],[759.59,312.28],[763.83,315.2]]",745,309,764,328,236.09,17.88,17.85,17.34,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00106_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00106_f1.png,융합불량,lack_of_fusion,401,"[[439.89,462.01],[415.42,489.35],[409.75,496.55],[362.83,467.72],[366.16,447.94],[367.26,423.32],[375.63,428.68]]",362,423,440,497,2869.43,82.29,44.65,60.44,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00109_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00109_f0.png,기공,porosity,2011,"[[908.29,474.54],[894.08,508.91],[850.07,493.11],[845.52,489.65],[845.88,488.4],[839.37,492.0],[865.25,433.18],[897.24,453.53],[900.89,456.38]]",839,433,909,509,3028.05,64.26,56.89,62.09,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00110_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00110_f0.png,기공,porosity,2011,"[[1232.11,600.76],[1232.68,604.97],[1213.23,611.39],[1209.85,609.52],[1204.96,612.45],[1203.41,584.78],[1206.65,584.91],[1225.26,582.53],[1228.6,584.37],[1228.41,588.08],[1234.25,594.9]]",1203,582,1235,613,694.16,30.93,27.68,29.73,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00110_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00110_f1.png,기공,porosity,2011,"[[690.78,443.98],[668.03,445.41],[666.77,445.12],[660.6,429.98],[664.22,428.66],[693.08,419.94],[693.51,420.33],[696.45,431.98]]",660,419,697,446,627.89,34.29,22.35,28.27,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00110_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00110_f2.png,기공,porosity,2011,"[[709.07,642.67],[702.46,643.24],[692.24,643.64],[694.98,609.86],[715.8,608.38],[715.99,620.47]]",692,608,716,644,680.44,37.05,21.80,29.43,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00110_f3.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00110_f3.png,기공,porosity,2011,"[[1157.54,24.64],[1152.89,24.64],[1151.96,26.79],[1147.48,23.51],[1148.13,19.69],[1147.42,16.53],[1148.36,15.02],[1149.96,12.9],[1162.02,15.41]]",1147,12,1163,27,131.82,14.63,12.65,12.96,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00111_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00111_f0.png,기공,porosity,2011,"[[1200.09,435.1],[1122.22,426.48],[1125.48,417.96],[1133.65,386.1],[1162.27,354.82],[1199.48,366.02]]",1122,354,1201,436,4626.46,78.35,75.63,76.75,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00115_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00115_f0.png,기공,porosity,2011,"[[1191.78,210.26],[1178.03,215.36],[1164.03,206.69],[1166.73,204.43],[1166.07,198.61],[1164.28,196.43],[1182.21,188.44]]",1164,188,1192,216,453.90,23.98,23.83,24.04,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00116_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00116_f0.png,기공,porosity,2011,"[[185.29,180.42],[178.93,186.66],[170.32,200.46],[139.88,223.38],[119.94,221.01],[107.99,215.91]]",107,180,186,224,1007.72,85.06,20.09,35.82,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00117_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00117_f0.png,기공,porosity,2011,"[[1123.45,95.56],[1123.1,95.92],[1120.51,108.3],[1117.29,110.18],[1105.13,111.65],[1102.36,109.54],[1092.6,101.43],[1096.42,85.64],[1109.84,78.2]]",1092,78,1124,112,695.23,32.70,27.90,29.75,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00117_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00117_f1.png,기공,porosity,2011,"[[1236.98,212.06],[1235.58,212.13],[1227.39,205.34],[1231.43,204.87],[1235.66,207.5],[1235.08,208.3],[1236.36,208.45],[1236.37,210.72]]",1227,204,1237,213,28.50,11.67,3.62,6.02,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00117_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00117_f2.png,기공,porosity,2011,"[[976.05,27.61],[970.53,32.3],[970.59,33.09],[963.8,29.85],[959.25,25.02],[956.51,17.68],[957.44,15.8],[957.52,15.63],[959.52,14.4],[970.97,11.42]]",956,11,977,34,266.59,21.15,15.67,18.42,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00117_f3.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00117_f3.png,기공,porosity,2011,"[[1091.59,590.75],[1090.42,593.43],[1088.09,594.75],[1081.24,600.33],[1073.23,585.03],[1070.26,583.21],[1085.44,580.31],[1089.99,583.84],[1091.37,587.73],[1093.73,588.88],[1092.66,588.93]]",1070,580,1094,601,237.24,20.34,16.69,17.38,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00122_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00122_f0.png,기공,porosity,2011,"[[751.67,602.84],[749.09,612.58],[719.31,641.54],[715.67,635.1],[713.13,635.18],[687.02,614.05],[695.01,589.4],[707.98,568.12],[712.66,570.69],[713.51,566.76],[759.06,593.81]]",687,566,760,642,3014.29,61.34,58.33,61.95,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00124_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00124_f0.png,기공,porosity,2011,"[[914.81,212.55],[900.54,217.51],[868.0,238.31],[853.9,226.17],[849.93,226.66],[838.19,203.52],[831.83,201.66],[834.7,178.93],[843.92,177.83],[867.15,163.25],[892.42,162.48]]",831,162,915,239,4005.24,71.60,67.95,71.41,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00125_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00125_f0.png,기공,porosity,2011,"[[1160.56,674.73],[1162.16,676.41],[1133.42,676.99],[1140.15,649.66],[1161.84,653.93],[1165.38,666.02]]",1133,649,1166,677,660.73,29.24,28.12,29.00,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00125_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00125_f1.png,기공,porosity,2011,"[[868.9,401.6],[849.68,429.41],[830.5,435.89],[823.16,436.92],[805.41,424.79],[790.4,399.13],[831.69,357.78],[856.79,382.77],[858.83,391.86]]",790,357,869,437,3613.14,66.04,63.34,67.83,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00126_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00126_f0.png,기공,porosity,2011,"[[669.13,143.52],[656.97,128.81],[648.82,102.55],[653.24,101.86],[655.07,75.92],[669.75,60.29],[689.15,63.95],[738.49,90.58]]",648,60,739,144,4085.57,88.00,65.78,72.12,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00127_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00127_f0.png,기공,porosity,2011,"[[313.98,594.57],[289.95,621.39],[285.57,628.5],[282.08,620.77],[275.09,628.12],[266.41,612.92],[250.54,595.82],[262.5,570.0],[268.96,553.81],[315.56,584.85]]",250,553,316,629,2668.78,60.06,58.45,58.29,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00130_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00130_f0.png,기공,porosity,2011,"[[255.77,210.45],[234.61,220.15],[225.16,215.35],[222.15,207.78],[225.89,195.72],[237.01,186.99],[246.63,190.01],[245.97,191.9]]",222,186,256,221,709.03,30.08,29.14,30.05,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00130_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00130_f1.png,기공,porosity,2011,"[[864.03,496.1],[857.67,483.1],[846.55,469.71],[879.17,431.52],[903.17,445.23],[906.25,445.7],[916.17,454.69],[920.38,459.67]]",846,431,921,497,2357.54,67.10,46.23,54.79,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00133_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00133_f0.png,융합불량,lack_of_fusion,401,"[[1101.85,261.23],[1095.94,264.53],[1093.52,264.69],[1088.76,267.56],[1078.63,261.49],[1077.48,242.93],[1100.69,239.73],[1101.18,242.41],[1104.42,247.21]]",1077,239,1105,268,571.18,27.50,25.94,26.97,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00134_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00134_f0.png,기공,porosity,2011,"[[786.38,637.44],[745.57,610.67],[748.54,600.71],[750.46,601.61],[791.15,606.41],[790.92,613.11]]",745,600,792,638,916.38,45.03,31.38,34.16,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00134_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00134_f1.png,기공,porosity,2011,"[[838.13,390.64],[764.16,375.16],[763.98,373.54],[762.17,364.97],[765.98,357.79],[759.9,354.83],[759.66,342.76],[784.3,337.31]]",759,337,839,391,1960.83,86.61,41.17,49.97,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00134_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00134_f2.png,기공,porosity,2011,"[[646.66,541.85],[619.94,570.13],[600.67,578.38],[600.29,587.96],[580.34,575.6],[571.19,571.63],[549.88,568.94],[580.61,492.32],[610.64,489.59],[619.43,501.65]]",549,489,647,588,5538.02,96.27,79.74,83.97,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00134_f3.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00134_f3.png,기공,porosity,2011,"[[679.62,592.02],[675.79,598.2],[651.76,583.16],[646.64,582.21],[647.72,568.95],[648.34,562.0],[653.52,551.6],[660.06,549.15],[673.17,548.29],[696.85,566.87],[697.5,568.54]]",646,548,698,599,1609.95,45.49,43.04,45.28,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00135_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00135_f0.png,기공,porosity,2011,"[[1018.69,500.89],[1014.15,495.43],[1001.67,486.66],[995.05,490.32],[994.49,455.33],[1002.29,434.23],[1034.95,426.0]]",994,426,1035,501,1907.25,76.63,33.32,49.28,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00136_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00136_f0.png,균열,crack,100,"[[205.97,296.22],[205.68,306.3],[181.17,312.82],[164.03,317.07],[153.92,313.43],[134.36,281.92],[210.63,270.36],[206.15,275.4]]",134,270,211,318,2295.29,77.14,39.20,54.06,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00136_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00136_f0.png,기공,porosity,2011,"[[607.34,435.43],[602.16,439.35],[606.22,446.0],[595.75,447.41],[594.23,451.78],[544.61,442.38],[539.48,427.64],[571.31,391.65],[584.39,396.75],[594.97,402.74]]",539,391,608,452,2636.00,68.99,54.81,57.93,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00136_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00136_f1.png,균열,crack,100,"[[121.35,626.62],[123.16,631.35],[87.3,632.97],[83.71,639.46],[80.48,628.19],[73.23,620.29],[70.97,615.96],[71.17,603.95],[73.39,592.31]]",70,592,124,640,1104.98,63.19,32.34,37.51,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00136_f1.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00136_f1.png,기공,porosity,2011,"[[1156.87,426.49],[1157.44,427.17],[1152.22,436.52],[1136.98,440.32],[1115.66,443.66],[1097.68,419.77],[1103.36,400.86],[1104.7,392.23],[1140.19,383.98]]",1097,383,1158,444,2482.80,56.19,54.47,56.22,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00137_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00137_f0.png,균열,crack,100,"[[491.61,371.87],[433.1,360.94],[422.93,357.62],[451.28,301.05],[478.65,300.93],[484.95,309.7]]",422,300,492,372,3324.38,70.13,67.35,65.06,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00138_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00138_f0.png,기공,porosity,2011,"[[604.11,512.92],[598.33,511.71],[576.0,505.45],[566.92,507.34],[567.46,494.19],[574.12,428.24],[609.94,423.53],[646.03,434.59],[642.34,452.35],[657.61,459.3]]",566,423,658,513,5516.60,89.52,86.19,83.81,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00140_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00140_f0.png,기공,porosity,2011,"[[1150.32,316.63],[1146.93,315.77],[1143.21,327.15],[1120.06,326.33],[1104.06,319.43],[1104.42,315.71],[1094.95,307.03],[1107.19,288.75],[1114.99,280.43],[1122.19,277.54],[1146.58,282.39]]",1094,277,1151,328,2009.03,56.18,48.27,50.58,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00142_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00142_f0.png,기공,porosity,2011,"[[1068.15,464.61],[1082.87,456.56],[1096.18,467.8],[1093.42,469.94],[1093.97,471.77],[1095.72,473.83]]",1068,456,1097,474,212.68,29.07,12.30,16.46,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00143_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00143_f0.png,기공,porosity,2011,"[[754.8,537.57],[757.99,543.83],[675.59,518.44],[697.64,490.63],[715.46,489.27],[730.88,484.39],[762.05,524.92]]",675,484,763,544,2799.30,86.22,48.82,59.70,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00144_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00144_f0.png,융합불량,lack_of_fusion,401,"[[840.99,557.61],[836.87,560.62],[787.05,567.43],[768.73,556.57],[780.32,516.46],[782.65,512.93],[834.8,506.19]]",768,506,841,568,3415.66,71.98,54.61,65.95,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00145_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00145_f0.png,기공,porosity,2011,"[[137.39,465.57],[128.23,468.7],[117.21,461.77],[117.25,457.09],[120.94,450.9],[125.15,448.54],[125.58,446.94],[136.36,452.32]]",117,446,138,469,306.65,21.64,18.23,19.76,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00145_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00145_f1.png,기공,porosity,2011,"[[737.65,137.6],[730.27,139.02],[725.41,147.44],[723.68,141.35],[700.37,124.31],[700.81,105.51],[708.01,96.72],[713.96,93.66],[730.75,81.06],[735.49,89.06]]",700,81,738,148,1603.18,66.08,36.65,45.18,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00145_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00145_f2.png,기공,porosity,2011,"[[956.29,238.71],[926.51,270.77],[878.19,260.97],[881.29,239.65],[883.81,229.99],[902.72,206.09],[923.26,197.37],[944.19,215.23]]",878,197,957,271,3734.42,77.64,61.92,68.96,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00151_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00151_f0.png,기공,porosity,2011,"[[109.78,165.34],[87.83,171.85],[81.5,156.32],[95.3,144.5],[94.89,141.56],[99.65,141.69],[103.24,145.71],[110.83,150.56]]",81,141,111,172,573.79,29.76,27.03,27.03,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00151_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00151_f0.png,슬래그혼입,slag_inclusion,301,"[[1223.21,471.52],[1205.22,494.66],[1185.75,498.62],[1175.14,496.76],[1161.85,489.48],[1157.33,468.75],[1154.8,466.85],[1163.37,449.49],[1209.88,457.03],[1220.41,456.95]]",1154,449,1224,499,2423.96,68.44,45.81,55.55,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00151_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00151_f1.png,기공,porosity,2011,"[[690.83,37.58],[676.16,40.26],[680.13,29.2],[684.89,27.99],[686.2,28.06],[690.82,34.73]]",676,27,691,41,114.85,15.42,10.50,12.09,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00151_f1.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00151_f1.png,슬래그혼입,slag_inclusion,301,"[[350.82,143.03],[350.61,148.11],[339.39,154.02],[332.26,129.39],[332.06,125.94],[334.21,129.99],[338.33,128.53],[344.66,131.87],[352.18,138.35]]",332,125,353,155,304.88,29.01,16.64,19.70,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00151_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00151_f2.png,기공,porosity,2011,"[[706.23,394.75],[691.49,398.06],[656.46,368.8],[661.87,355.0],[674.23,347.0],[676.62,343.67],[707.37,368.46],[712.66,370.72],[712.5,372.55]]",656,343,713,399,1713.79,59.34,34.57,46.71,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00151_f2.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00151_f2.png,슬래그혼입,slag_inclusion,301,"[[525.02,546.52],[510.54,539.81],[508.14,541.64],[508.07,536.3],[498.99,526.47],[495.82,521.29],[496.46,508.83],[532.8,500.98],[548.46,515.38],[543.21,516.13]]",495,500,549,547,1422.70,47.32,45.48,42.56,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00151_f3.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00151_f3.png,기공,porosity,2011,"[[1137.95,239.86],[1137.17,246.49],[1122.44,239.4],[1068.62,224.36],[1069.15,174.19],[1109.55,156.36],[1136.28,161.34]]",1068,156,1138,247,4884.25,89.83,69.49,78.86,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00151_f3.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00151_f3.png,슬래그혼입,slag_inclusion,301,"[[1107.48,108.04],[1108.78,109.37],[1107.24,111.06],[1105.52,111.17],[1105.55,111.74],[1105.04,110.69],[1097.79,111.53],[1101.44,96.34],[1103.44,96.61],[1109.51,99.8],[1110.47,101.95]]",1097,96,1111,112,127.13,15.83,10.18,12.72,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00155_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00155_f0.png,기공,porosity,2011,"[[842.48,62.15],[813.47,66.17],[792.22,40.2],[803.7,27.37],[841.13,25.51],[854.1,39.59]]",792,25,855,67,1782.90,61.83,39.24,47.65,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00156_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00156_f0.png,기공,porosity,2011,"[[575.41,625.22],[578.58,626.57],[578.89,636.66],[536.74,639.55],[533.62,638.01],[528.38,618.41],[547.87,601.69],[549.34,601.65],[548.87,595.14],[554.22,601.15],[569.55,602.54]]",528,595,579,640,1484.27,49.52,43.48,43.47,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00158_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00158_f0.png,기공,porosity,2011,"[[1259.85,147.78],[1196.08,151.15],[1196.83,143.64],[1188.59,117.2],[1200.9,103.46],[1198.88,94.47],[1260.57,112.74],[1266.86,112.15],[1261.39,120.29]]",1188,94,1267,152,3080.71,75.82,56.15,62.63,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00159_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00159_f0.png,기공,porosity,2011,"[[578.14,173.6],[574.45,178.88],[531.69,150.08],[523.08,141.97],[545.71,113.71],[585.06,133.32]]",523,113,586,179,2249.37,63.34,43.72,53.52,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00163_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00163_f0.png,기공,porosity,2011,"[[338.03,337.36],[335.71,329.84],[333.86,328.78],[335.24,327.23],[336.77,324.61],[338.18,325.07],[338.54,324.67],[339.77,323.7],[348.17,325.07],[351.16,327.14],[349.7,328.83]]",333,323,352,338,124.33,16.63,11.04,12.58,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00167_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00167_f0.png,기공,porosity,2011,"[[786.75,201.07],[782.46,205.46],[780.2,195.31],[740.34,180.55],[742.17,132.74],[797.66,113.01],[806.95,117.77]]",740,113,807,206,3859.08,93.43,59.43,70.10,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00169_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00169_f0.png,기공,porosity,2011,"[[977.27,33.68],[972.99,43.05],[972.05,46.95],[948.08,19.37],[951.84,11.73],[954.95,12.15],[956.48,11.07],[960.7,7.75]]",948,7,978,47,505.02,39.84,17.15,25.36,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00169_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00169_f1.png,기공,porosity,2011,"[[1175.23,250.8],[1168.45,253.39],[1164.02,250.32],[1164.11,248.68],[1168.49,243.26],[1169.18,242.06],[1170.65,243.04],[1174.03,245.5]]",1164,242,1176,254,77.72,10.24,9.79,9.95,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00170_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00170_f0.png,기공,porosity,2011,"[[1109.12,435.63],[1042.33,391.29],[1045.04,387.87],[1044.39,386.25],[1051.01,385.26],[1062.04,375.92],[1086.97,385.78],[1098.84,384.05],[1104.29,387.28],[1105.24,395.49]]",1042,375,1110,436,1909.62,81.24,37.61,49.31,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00171_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00171_f0.png,기공,porosity,2011,"[[493.86,346.41],[491.63,366.02],[479.74,376.66],[473.31,374.41],[468.02,381.33],[423.59,355.24],[434.65,333.33],[456.85,310.2],[484.91,323.99],[494.85,327.55]]",423,310,495,382,3232.91,65.69,59.96,64.16,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00172_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00172_f0.png,기공,porosity,2011,"[[1067.56,418.08],[1033.32,435.26],[1032.63,440.49],[1011.14,439.38],[1005.75,421.76],[990.98,414.15],[994.34,407.97],[1064.54,392.98]]",990,392,1068,441,2140.28,76.36,39.80,52.20,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00174_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00174_f0.png,기공,porosity,2011,"[[399.3,260.39],[335.31,269.53],[324.05,239.17],[321.08,193.99],[364.17,179.22],[414.66,197.93],[407.07,213.08]]",321,179,415,270,6299.27,95.53,85.32,89.56,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00175_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00175_f0.png,슬래그혼입,slag_inclusion,301,"[[931.04,513.25],[934.09,521.06],[933.74,523.82],[930.62,530.98],[929.52,533.26],[891.28,531.06],[903.91,487.98],[909.32,486.65]]",891,486,935,534,1255.62,47.69,38.71,39.98,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00178_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00178_f0.png,기공,porosity,2011,"[[333.19,288.05],[335.75,292.6],[320.42,295.49],[299.48,286.02],[286.84,279.95],[283.73,261.83],[294.48,236.63],[348.85,260.46]]",283,236,349,296,2374.51,60.27,43.50,54.98,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00180_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00180_f0.png,기공,porosity,2011,"[[808.47,263.54],[808.31,272.61],[798.85,273.63],[796.05,279.5],[774.31,276.73],[774.87,272.97],[758.83,237.85],[777.65,214.87],[802.02,227.0],[812.37,224.15]]",758,214,813,280,2362.08,62.87,52.21,54.84,,,True,
